'Elapsed time','ECG'
503.228,1.290
503.232,1.310
503.236,1.350
503.240,1.370
503.244,1.350
503.248,1.320
503.252,1.320
503.256,1.320
503.260,1.285
503.264,1.245
503.268,1.205
503.272,1.175
503.276,1.105
503.280,0.965
503.284,0.815
503.288,0.650
503.292,0.455
503.296,0.235
503.300,0.030
503.304,-0.125
503.308,-0.265
503.312,-0.385
503.316,-0.540
503.320,-0.615
503.324,-0.690
503.328,-0.775
503.332,-0.850
503.336,-0.880
503.340,-0.920
503.344,-0.980
503.348,-1.010
503.352,-0.960
503.356,-0.925
503.360,-0.905
503.364,-0.920
503.368,-0.880
503.372,-0.835
503.376,-0.820
503.380,-0.835
503.384,-0.795
503.388,-0.740
503.392,-0.710
503.396,-0.705
503.400,-0.650
503.404,-0.570
503.408,-0.505
503.412,-0.450
503.416,-0.400
503.420,-0.290
503.424,-0.175
503.428,-0.100
503.432,-0.040
503.436,0.080
503.440,0.190
503.444,0.275
503.448,0.365
503.452,0.505
503.456,0.635
503.460,0.740
503.464,0.835
503.468,0.925
503.472,1.030
503.476,1.120
503.480,1.175
503.484,1.270
503.488,1.375
503.492,1.435
503.496,1.430
503.500,1.395
503.504,1.385
503.508,1.335
503.512,1.285
503.516,1.210
503.520,1.130
503.524,0.995
503.528,0.835
503.532,0.660
503.536,0.520
503.540,0.360
503.544,0.180
503.548,0.010
503.552,-0.130
503.556,-0.270
503.560,-0.410
503.564,-0.560
503.568,-0.680
503.572,-0.795
503.576,-0.905
503.580,-1.010
503.584,-1.075
503.588,-1.065
503.592,-1.070
503.596,-1.085
503.600,-1.040
503.604,-0.975
503.608,-0.955
503.612,-0.970
503.616,-0.935
503.620,-0.840
503.624,-0.770
503.628,-0.720
503.632,-0.705
503.636,-0.660
503.640,-0.620
503.644,-0.590
503.648,-0.575
503.652,-0.500
503.656,-0.415
503.660,-0.360
503.664,-0.295
503.668,-0.225
503.672,-0.135
503.676,-0.060
503.680,0.010
503.684,0.110
503.688,0.240
503.692,0.350
503.696,0.445
503.700,0.555
503.704,0.705
503.708,0.835
503.712,0.945
503.716,1.065
503.720,1.220
503.724,1.345
503.728,1.430
503.732,1.480
503.736,1.580
503.740,1.660
503.744,1.715
503.748,1.740
503.752,1.770
503.756,1.760
503.760,1.695
503.764,1.605
503.768,1.540
503.772,1.460
503.776,1.315
503.780,1.140
503.784,0.985
503.788,0.850
503.792,0.705
503.796,0.495
503.800,0.300
503.804,0.130
503.808,-0.065
503.812,-0.335
503.816,-0.680
503.820,-0.950
503.824,-1.185
503.828,-1.395
503.832,-1.485
503.836,-1.480
503.840,-1.445
503.844,-1.385
503.848,-1.300
503.852,-1.160
503.856,-1.030
503.860,-0.970
503.864,-0.955
503.868,-0.920
503.872,-0.885
503.876,-0.865
503.880,-0.850
503.884,-0.800
503.888,-0.740
503.892,-0.715
503.896,-0.700
503.900,-0.635
503.904,-0.525
503.908,-0.440
503.912,-0.380
503.916,-0.315
503.920,-0.210
503.924,-0.110
503.928,-0.035
503.932,0.035
503.936,0.145
503.940,0.255
503.944,0.325
503.948,0.385
503.952,0.495
503.956,0.605
503.960,0.690
503.964,0.765
503.968,0.895
503.972,1.020
503.976,1.115
503.980,1.180
503.984,1.290
503.988,1.390
503.992,1.435
503.996,1.435
504.000,1.450
504.004,1.490
504.008,1.485
504.012,1.430
504.016,1.370
504.020,1.310
504.024,1.215
504.028,1.080
504.032,0.930
504.036,0.800
504.040,0.625
504.044,0.390
504.048,0.145
504.052,-0.085
504.056,-0.340
504.060,-0.595
504.064,-0.890
504.068,-1.155
504.072,-1.315
504.076,-1.425
504.080,-1.470
504.084,-1.415
504.088,-1.330
504.092,-1.300
504.096,-1.285
504.100,-1.230
504.104,-1.110
504.108,-1.000
504.112,-0.905
504.116,-0.805
504.120,-0.710
504.124,-0.650
504.128,-0.595
504.132,-0.545
504.136,-0.460
504.140,-0.395
504.144,-0.345
504.148,-0.305
504.152,-0.230
504.156,-0.185
504.160,-0.160
504.164,-0.145
504.168,-0.060
504.172,0.050
504.176,0.120
504.180,0.175
504.184,0.285
504.188,0.415
504.192,0.530
504.196,0.600
504.200,0.700
504.204,0.810
504.208,0.910
504.212,1.005
504.216,1.115
504.220,1.240
504.224,1.335
504.228,1.380
504.232,1.435
504.236,1.515
504.240,1.565
504.244,1.575
504.248,1.565
504.252,1.590
504.256,1.600
504.260,1.590
504.264,1.555
504.268,1.525
504.272,1.460
504.276,1.330
504.280,1.175
504.284,1.040
504.288,0.910
504.292,0.725
504.296,0.440
504.300,0.125
504.304,-0.170
504.308,-0.465
504.312,-0.800
504.316,-1.105
504.320,-1.310
504.324,-1.425
504.328,-1.460
504.332,-1.470
504.336,-1.430
504.340,-1.420
504.344,-1.410
504.348,-1.385
504.352,-1.315
504.356,-1.245
504.360,-1.180
504.364,-1.120
504.368,-0.990
504.372,-0.855
504.376,-0.775
504.380,-0.730
504.384,-0.640
504.388,-0.560
504.392,-0.505
504.396,-0.465
504.400,-0.395
504.404,-0.290
504.408,-0.215
504.412,-0.180
504.416,-0.125
504.420,-0.050
504.424,0.015
504.428,0.055
504.432,0.120
504.436,0.240
504.440,0.355
504.444,0.440
504.448,0.505
504.452,0.620
504.456,0.745
504.460,0.850
504.464,0.950
504.468,1.100
504.472,1.220
504.476,1.290
504.480,1.330
504.484,1.400
504.488,1.470
504.492,1.510
504.496,1.530
504.500,1.550
504.504,1.560
504.508,1.525
504.512,1.425
504.516,1.315
504.520,1.240
504.524,1.145
504.528,1.025
504.532,0.880
504.536,0.740
504.540,0.550
504.544,0.260
504.548,-0.110
504.552,-0.395
504.556,-0.660
504.560,-0.925
504.564,-1.180
504.568,-1.315
504.572,-1.345
504.576,-1.335
504.580,-1.330
504.584,-1.270
504.588,-1.180
504.592,-1.110
504.596,-1.095
504.600,-1.060
504.604,-1.030
504.608,-1.010
504.612,-0.980
504.616,-0.905
504.620,-0.835
504.624,-0.775
504.628,-0.710
504.632,-0.630
504.636,-0.520
504.640,-0.415
504.644,-0.335
504.648,-0.250
504.652,-0.125
504.656,-0.030
504.660,0.040
504.664,0.080
504.668,0.175
504.672,0.265
504.676,0.320
504.680,0.355
504.684,0.420
504.688,0.505
504.692,0.585
504.696,0.650
504.700,0.765
504.704,0.905
504.708,1.025
504.712,1.135
504.716,1.240
504.720,1.355
504.724,1.430
504.728,1.480
504.732,1.505
504.736,1.580
504.740,1.635
504.744,1.640
504.748,1.620
504.752,1.645
504.756,1.630
504.760,1.540
504.764,1.405
504.768,1.320
504.772,1.240
504.776,1.125
504.780,0.970
504.784,0.835
504.788,0.665
504.792,0.445
504.796,0.155
504.800,-0.145
504.804,-0.445
504.808,-0.765
504.812,-1.040
504.816,-1.180
504.820,-1.225
504.824,-1.265
504.828,-1.300
504.832,-1.335
504.836,-1.310
504.840,-1.270
504.844,-1.230
504.848,-1.200
504.852,-1.125
504.856,-1.055
504.860,-1.005
504.864,-0.975
504.868,-0.915
504.872,-0.850
504.876,-0.805
504.880,-0.780
504.884,-0.660
504.888,-0.515
504.892,-0.400
504.896,-0.305
504.900,-0.200
504.904,-0.105
504.908,-0.020
504.912,0.045
504.916,0.120
504.920,0.220
504.924,0.285
504.928,0.330
504.932,0.375
504.936,0.460
504.940,0.530
504.944,0.595
504.948,0.670
504.952,0.800
504.956,0.925
504.960,0.990
504.964,1.015
504.968,1.090
504.972,1.160
504.976,1.220
504.980,1.255
504.984,1.300
504.988,1.340
504.992,1.365
504.996,1.345
505.000,1.310
505.004,1.235
505.008,1.125
505.012,0.990
505.016,0.880
505.020,0.795
505.024,0.685
505.028,0.495
505.032,0.285
505.036,0.110
505.040,-0.100
505.044,-0.390
505.048,-0.695
505.052,-0.900
505.056,-1.065
505.060,-1.165
505.064,-1.240
505.068,-1.230
505.072,-1.210
505.076,-1.220
505.080,-1.230
505.084,-1.150
505.088,-1.060
505.092,-1.020
505.096,-1.005
505.100,-0.955
505.104,-0.860
505.108,-0.795
505.112,-0.740
505.116,-0.680
505.120,-0.610
505.124,-0.545
505.128,-0.450
505.132,-0.340
505.136,-0.190
505.140,-0.060
505.144,0.045
505.148,0.115
505.152,0.225
505.156,0.330
505.160,0.430
505.164,0.510
505.168,0.625
505.172,0.725
505.176,0.795
505.180,0.840
505.184,0.935
505.188,1.030
505.192,1.105
505.196,1.155
505.200,1.230
505.204,1.310
505.208,1.360
505.212,1.385
505.216,1.420
505.220,1.480
505.224,1.520
505.228,1.520
505.232,1.510
505.236,1.530
505.240,1.510
505.244,1.435
505.248,1.325
505.252,1.245
505.256,1.150
505.260,1.035
505.264,0.910
505.268,0.790
505.272,0.660
505.276,0.480
505.280,0.255
505.284,0.010
505.288,-0.280
505.292,-0.585
505.296,-0.900
505.300,-1.070
505.304,-1.140
505.308,-1.180
505.312,-1.220
505.316,-1.250
505.320,-1.285
505.324,-1.300
505.328,-1.315
505.332,-1.330
505.336,-1.275
505.340,-1.210
505.344,-1.150
505.348,-1.090
505.352,-1.000
505.356,-0.910
505.360,-0.850
505.364,-0.820
505.368,-0.735
505.372,-0.635
505.376,-0.550
505.380,-0.475
505.384,-0.330
505.388,-0.190
505.392,-0.080
505.396,0.000
505.400,0.100
505.404,0.225
505.408,0.340
505.412,0.425
505.416,0.530
505.420,0.660
505.424,0.780
505.428,0.890
505.432,0.995
505.436,1.125
505.440,1.240
505.444,1.275
505.448,1.300
505.452,1.400
505.456,1.480
505.460,1.525
505.464,1.545
505.468,1.560
505.472,1.525
505.476,1.450
505.480,1.355
505.484,1.305
505.488,1.255
505.492,1.145
505.496,1.005
505.500,0.885
505.504,0.770
505.508,0.630
505.512,0.455
505.516,0.275
505.520,0.120
505.524,-0.105
505.528,-0.385
505.532,-0.680
505.536,-0.940
505.540,-1.180
505.544,-1.300
505.548,-1.330
505.552,-1.300
505.556,-1.305
505.560,-1.325
505.564,-1.350
505.568,-1.330
505.572,-1.265
505.576,-1.185
505.580,-1.125
505.584,-1.040
505.588,-0.960
505.592,-0.915
505.596,-0.910
505.600,-0.860
505.604,-0.775
505.608,-0.685
505.612,-0.635
505.616,-0.565
505.620,-0.460
505.624,-0.355
505.628,-0.255
505.632,-0.160
505.636,0.010
505.640,0.170
505.644,0.280
505.648,0.365
505.652,0.495
505.656,0.620
505.660,0.710
505.664,0.785
505.668,0.920
505.672,1.075
505.676,1.205
505.680,1.320
505.684,1.465
505.688,1.595
505.692,1.650
505.696,1.660
505.700,1.690
505.704,1.745
505.708,1.750
505.712,1.680
505.716,1.595
505.720,1.530
505.724,1.455
505.728,1.370
505.732,1.280
505.736,1.215
505.740,1.120
505.744,1.015
505.748,0.895
505.752,0.795
505.756,0.630
505.760,0.415
505.764,0.165
505.768,-0.065
505.772,-0.290
505.776,-0.550
505.780,-0.800
505.784,-0.975
505.788,-1.060
505.792,-1.120
505.796,-1.205
505.800,-1.235
505.804,-1.255
505.808,-1.280
505.812,-1.310
505.816,-1.295
505.820,-1.250
505.824,-1.225
505.828,-1.210
505.832,-1.185
505.836,-1.125
505.840,-1.055
505.844,-0.995
505.848,-0.925
505.852,-0.790
505.856,-0.665
505.860,-0.570
505.864,-0.500
505.868,-0.400
505.872,-0.295
505.876,-0.210
505.880,-0.130
505.884,0.000
505.888,0.170
505.892,0.305
505.896,0.430
505.900,0.580
505.904,0.735
505.908,0.860
505.912,0.950
505.916,1.080
505.920,1.250
505.924,1.395
505.928,1.505
505.932,1.575
505.936,1.660
505.940,1.710
505.944,1.700
505.948,1.630
505.952,1.595
505.956,1.540
505.960,1.435
505.964,1.310
505.968,1.260
505.972,1.180
505.976,1.080
505.980,0.980
505.984,0.900
505.988,0.795
505.992,0.650
505.996,0.465
506.000,0.315
506.004,0.155
506.008,-0.050
506.012,-0.280
506.016,-0.500
506.020,-0.700
506.024,-0.885
506.028,-1.045
506.032,-1.125
506.036,-1.125
506.040,-1.135
506.044,-1.165
506.048,-1.165
506.052,-1.120
506.056,-1.060
506.060,-1.005
506.064,-0.950
506.068,-0.855
506.072,-0.820
506.076,-0.835
506.080,-0.870
506.084,-0.855
506.088,-0.790
506.092,-0.700
506.096,-0.625
506.100,-0.530
506.104,-0.420
506.108,-0.335
506.112,-0.280
506.116,-0.200
506.120,-0.080
506.124,0.035
506.128,0.135
506.132,0.230
506.136,0.390
506.140,0.540
506.144,0.695
506.148,0.825
506.152,0.990
506.156,1.140
506.160,1.275
506.164,1.370
506.168,1.505
506.172,1.615
506.176,1.670
506.180,1.655
506.184,1.650
506.188,1.630
506.192,1.575
506.196,1.475
506.200,1.380
506.204,1.275
506.208,1.135
506.212,1.010
506.216,0.950
506.220,0.930
506.224,0.865
506.228,0.740
506.232,0.605
506.236,0.485
506.240,0.355
506.244,0.170
506.248,-0.045
506.252,-0.205
506.256,-0.365
506.260,-0.560
506.264,-0.730
506.268,-0.815
506.272,-0.875
506.276,-0.925
506.280,-0.990
506.284,-1.005
506.288,-1.000
506.292,-0.990
506.296,-0.985
506.300,-0.950
506.304,-0.905
506.308,-0.895
506.312,-0.905
506.316,-0.885
506.320,-0.835
506.324,-0.805
506.328,-0.785
506.332,-0.735
506.336,-0.630
506.340,-0.530
506.344,-0.440
506.348,-0.360
506.352,-0.245
506.356,-0.130
506.360,-0.030
506.364,0.055
506.368,0.185
506.372,0.320
506.376,0.420
506.380,0.510
506.384,0.645
506.388,0.810
506.392,0.960
506.396,1.105
506.400,1.285
506.404,1.455
506.408,1.540
506.412,1.545
506.416,1.550
506.420,1.575
506.424,1.570
506.428,1.530
506.432,1.480
506.436,1.435
506.440,1.380
506.444,1.295
506.448,1.215
506.452,1.170
506.456,1.105
506.460,1.010
506.464,0.900
506.468,0.825
506.472,0.745
506.476,0.600
506.480,0.420
506.484,0.275
506.488,0.135
506.492,-0.050
506.496,-0.245
506.500,-0.410
506.504,-0.540
506.508,-0.660
506.512,-0.770
506.516,-0.840
506.520,-0.835
506.524,-0.820
506.528,-0.800
506.532,-0.785
506.536,-0.730
506.540,-0.675
506.544,-0.635
506.548,-0.585
506.552,-0.495
506.556,-0.430
506.560,-0.425
506.564,-0.460
506.568,-0.435
506.572,-0.410
506.576,-0.400
506.580,-0.385
506.584,-0.315
506.588,-0.240
506.592,-0.160
506.596,-0.080
506.600,0.055
506.604,0.180
506.608,0.265
506.612,0.330
506.616,0.445
506.620,0.580
506.624,0.690
506.628,0.790
506.632,0.920
506.636,1.085
506.640,1.250
506.644,1.370
506.648,1.480
506.652,1.595
506.656,1.630
506.660,1.610
506.664,1.555
506.668,1.540
506.672,1.525
506.676,1.475
506.680,1.405
506.684,1.400
506.688,1.375
506.692,1.320
506.696,1.230
506.700,1.130
506.704,1.030
506.708,0.890
506.712,0.750
506.716,0.610
506.720,0.480
506.724,0.320
506.728,0.105
506.732,-0.100
506.736,-0.210
506.740,-0.305
506.744,-0.405
506.748,-0.510
506.752,-0.550
506.756,-0.575
506.760,-0.610
506.764,-0.650
506.768,-0.640
506.772,-0.630
506.776,-0.635
506.780,-0.650
506.784,-0.625
506.788,-0.600
506.792,-0.595
506.796,-0.605
506.800,-0.570
506.804,-0.525
506.808,-0.495
506.812,-0.485
506.816,-0.450
506.820,-0.385
506.824,-0.335
506.828,-0.300
506.832,-0.235
506.836,-0.120
506.840,0.005
506.844,0.105
506.848,0.200
506.852,0.340
506.856,0.470
506.860,0.575
506.864,0.670
506.868,0.810
506.872,0.950
506.876,1.065
506.880,1.145
506.884,1.260
506.888,1.355
506.892,1.365
506.896,1.335
506.900,1.315
506.904,1.280
506.908,1.205
506.912,1.110
506.916,1.055
506.920,1.030
506.924,0.980
506.928,0.915
506.932,0.820
506.936,0.740
506.940,0.630
506.944,0.495
506.948,0.355
506.952,0.260
506.956,0.140
506.960,-0.025
506.964,-0.205
506.968,-0.365
506.972,-0.520
506.976,-0.650
506.980,-0.770
506.984,-0.820
506.988,-0.840
506.992,-0.880
506.996,-0.925
507.000,-0.920
507.004,-0.895
507.008,-0.880
507.012,-0.900
507.016,-0.890
507.020,-0.855
507.024,-0.840
507.028,-0.860
507.032,-0.850
507.036,-0.815
507.040,-0.795
507.044,-0.800
507.048,-0.815
507.052,-0.785
507.056,-0.770
507.060,-0.750
507.064,-0.710
507.068,-0.605
507.072,-0.515
507.076,-0.445
507.080,-0.365
507.084,-0.250
507.088,-0.095
507.092,0.075
507.096,0.220
507.100,0.390
507.104,0.545
507.108,0.665
507.112,0.740
507.116,0.830
507.120,0.955
507.124,1.025
507.128,1.040
507.132,1.055
507.136,1.095
507.140,1.120
507.144,1.100
507.148,1.045
507.152,1.020
507.156,0.980
507.160,0.900
507.164,0.810
507.168,0.750
507.172,0.675
507.176,0.580
507.180,0.445
507.184,0.365
507.188,0.260
507.192,0.105
507.196,-0.070
507.200,-0.195
507.204,-0.330
507.208,-0.470
507.212,-0.605
507.216,-0.690
507.220,-0.725
507.224,-0.760
507.228,-0.805
507.232,-0.815
507.236,-0.790
507.240,-0.765
507.244,-0.760
507.248,-0.765
507.252,-0.720
507.256,-0.685
507.260,-0.675
507.264,-0.670
507.268,-0.625
507.272,-0.575
507.276,-0.550
507.280,-0.535
507.284,-0.475
507.288,-0.415
507.292,-0.375
507.296,-0.345
507.300,-0.280
507.304,-0.200
507.308,-0.145
507.312,-0.110
507.316,-0.045
507.320,0.060
507.324,0.155
507.328,0.240
507.332,0.360
507.336,0.525
507.340,0.670
507.344,0.800
507.348,0.930
507.352,1.080
507.356,1.205
507.360,1.280
507.364,1.335
507.368,1.405
507.372,1.460
507.376,1.470
507.380,1.455
507.384,1.470
507.388,1.500
507.392,1.500
507.396,1.440
507.400,1.415
507.404,1.400
507.408,1.385
507.412,1.335
507.416,1.325
507.420,1.340
507.424,1.310
507.428,1.215
507.432,1.120
507.436,0.995
507.440,0.825
507.444,0.630
507.448,0.445
507.452,0.315
507.456,0.180
507.460,0.030
507.464,-0.125
507.468,-0.205
507.472,-0.285
507.476,-0.355
507.480,-0.410
507.484,-0.385
507.488,-0.335
507.492,-0.290
507.496,-0.270
507.500,-0.205
507.504,-0.115
507.508,-0.045
507.512,0.025
507.516,0.095
507.520,0.190
507.524,0.270
507.528,0.335
507.532,0.400
507.536,0.510
507.540,0.595
507.544,0.665
507.548,0.735
507.552,0.845
507.556,0.955
507.560,1.025
507.564,1.070
507.568,1.165
507.572,1.255
507.576,1.315
507.580,1.355
507.584,1.460
507.588,1.575
507.592,1.650
507.596,1.690
507.600,1.750
507.604,1.790
507.608,1.800
507.612,1.760
507.616,1.740
507.620,1.760
507.624,1.800
507.628,1.835
507.632,1.870
507.636,1.920
507.640,1.895
507.644,1.850
507.648,1.805
507.652,1.820
507.656,1.805
507.660,1.700
507.664,1.545
507.668,1.415
507.672,1.270
507.676,1.090
507.680,0.935
507.684,0.825
507.688,0.730
507.692,0.635
507.696,0.550
507.700,0.515
507.704,0.505
507.708,0.475
507.712,0.435
507.716,0.425
507.720,0.445
507.724,0.435
507.728,0.420
507.732,0.440
507.736,0.485
507.740,0.490
507.744,0.500
507.748,0.505
507.752,0.540
507.756,0.580
507.760,0.590
507.764,0.585
507.768,0.635
507.772,0.675
507.776,0.690
507.780,0.690
507.784,0.735
507.788,0.760
507.792,0.755
507.796,0.725
507.800,0.745
507.804,0.770
507.808,0.785
507.812,0.775
507.816,0.800
507.820,0.840
507.824,0.870
507.828,0.860
507.832,0.855
507.836,0.875
507.840,0.910
507.844,0.920
507.848,0.910
507.852,0.925
507.856,0.930
507.860,0.900
507.864,0.865
507.868,0.840
507.872,0.785
507.876,0.700
507.880,0.590
507.884,0.545
507.888,0.495
507.892,0.405
507.896,0.280
507.900,0.185
507.904,0.095
507.908,-0.050
507.912,-0.200
507.916,-0.305
507.920,-0.395
507.924,-0.495
507.928,-0.625
507.932,-0.720
507.936,-0.770
507.940,-0.835
507.944,-0.905
507.948,-0.950
507.952,-0.945
507.956,-0.945
507.960,-0.960
507.964,-0.975
507.968,-0.930
507.972,-0.890
507.976,-0.845
507.980,-0.830
507.984,-0.765
507.988,-0.705
507.992,-0.665
507.996,-0.655
508.000,-0.595
508.004,-0.525
508.008,-0.465
508.012,-0.425
508.016,-0.340
508.020,-0.240
508.024,-0.155
508.028,-0.100
508.032,-0.035
508.036,0.060
508.040,0.135
508.044,0.195
508.048,0.245
508.052,0.330
508.056,0.410
508.060,0.445
508.064,0.460
508.068,0.490
508.072,0.490
508.076,0.450
508.080,0.400
508.084,0.380
508.088,0.365
508.092,0.340
508.096,0.315
508.100,0.340
508.104,0.390
508.108,0.385
508.112,0.330
508.116,0.295
508.120,0.265
508.124,0.220
508.128,0.170
508.132,0.115
508.136,0.100
508.140,0.075
508.144,0.010
508.148,-0.080
508.152,-0.125
508.156,-0.165
508.160,-0.225
508.164,-0.290
508.168,-0.305
508.172,-0.320
508.176,-0.360
508.180,-0.430
508.184,-0.480
508.188,-0.530
508.192,-0.600
508.196,-0.680
508.200,-0.675
508.204,-0.655
508.208,-0.665
508.212,-0.690
508.216,-0.665
508.220,-0.625
508.224,-0.605
508.228,-0.605
508.232,-0.575
508.236,-0.500
508.240,-0.435
508.244,-0.375
508.248,-0.290
508.252,-0.160
508.256,-0.040
508.260,0.090
508.264,0.215
508.268,0.390
508.272,0.575
508.276,0.725
508.280,1.355
508.284,4.340
508.288,4.735
508.292,4.480
508.296,4.015
508.300,3.155
508.304,2.700
508.308,2.840
508.312,2.755
508.316,2.200
508.320,1.730
508.324,1.660
508.328,1.580
508.332,1.235
508.336,0.940
508.340,0.935
508.344,1.020
508.348,0.900
508.352,0.690
508.356,0.595
508.360,0.570
508.364,0.430
508.368,0.220
508.372,0.075
508.376,0.025
508.380,-0.100
508.384,-0.240
508.388,-0.340
508.392,-0.360
508.396,-0.410
508.400,-0.465
508.404,-0.505
508.408,-0.515
508.412,-0.535
508.416,-0.560
508.420,-0.565
508.424,-0.565
508.428,-0.580
508.432,-0.600
508.436,-0.575
508.440,-0.580
508.444,-0.620
508.448,-0.700
508.452,-0.740
508.456,-0.710
508.460,-0.650
508.464,-0.600
508.468,-0.515
508.472,-0.420
508.476,-0.335
508.480,-0.265
508.484,-0.160
508.488,-0.070
508.492,0.010
508.496,0.070
508.500,0.160
508.504,0.270
508.508,0.355
508.512,0.445
508.516,0.580
508.520,0.730
508.524,0.835
508.528,0.910
508.532,0.990
508.536,1.105
508.540,1.210
508.544,1.275
508.548,1.310
508.552,1.370
508.556,1.400
508.560,1.380
508.564,1.315
508.568,1.305
508.572,1.275
508.576,1.230
508.580,1.170
508.584,1.155
508.588,1.130
508.592,1.090
508.596,1.040
508.600,1.030
508.604,0.985
508.608,0.890
508.612,0.780
508.616,0.700
508.620,0.605
508.624,0.495
508.628,0.350
508.632,0.235
508.636,0.180
508.640,0.135
508.644,0.085
508.648,0.015
508.652,-0.040
508.656,-0.085
508.660,-0.140
508.664,-0.180
508.668,-0.185
508.672,-0.185
508.676,-0.210
508.680,-0.275
508.684,-0.270
508.688,-0.240
508.692,-0.210
508.696,-0.155
508.700,-0.065
508.704,0.060
508.708,0.150
508.712,0.215
508.716,0.315
508.720,0.430
508.724,0.525
508.728,0.600
508.732,0.710
508.736,0.835
508.740,0.930
508.744,0.985
508.748,1.040
508.752,1.130
508.756,1.205
508.760,1.270
508.764,1.330
508.768,1.440
508.772,1.535
508.776,1.585
508.780,1.580
508.784,1.615
508.788,1.630
508.792,1.610
508.796,1.555
508.800,1.520
508.804,1.500
508.808,1.460
508.812,1.385
508.816,1.340
508.820,1.285
508.824,1.235
508.828,1.170
508.832,1.135
508.836,1.125
508.840,1.110
508.844,1.065
508.848,1.000
508.852,0.970
508.856,0.905
508.860,0.805
508.864,0.710
508.868,0.670
508.872,0.630
508.876,0.565
508.880,0.500
508.884,0.485
508.888,0.450
508.892,0.395
508.896,0.305
508.900,0.230
508.904,0.155
508.908,0.060
508.912,-0.040
508.916,-0.080
508.920,-0.100
508.924,-0.145
